 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 08, 2025 
 ==================================================================

 Disk File Name = /media/data/Simulations/TRIUNF/11Li(d,p)/SRIM files/2H_900mb_CF4_90-10.txt

 Ion = Hydrogen [1] , Mass = 2.014 amu

 Target Density =  4.4807E-04 g/cm3 = 4.9946E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    078.26    017.09   
      C      6    004.35    011.32   
      F      9    017.39    071.59   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  35.00 keV   2.780E-02  2.091E-04    1.81 mm   265.34 um   316.43 um  
  37.50 keV   2.859E-02  1.983E-04    1.90 mm   268.61 um   322.73 um  
  40.00 keV   2.932E-02  1.886E-04    1.98 mm   271.62 um   328.61 um  
  45.00 keV   3.063E-02  1.720E-04    2.14 mm   277.44 um   339.35 um  
  50.00 keV   3.180E-02  1.583E-04    2.30 mm   282.54 um   348.96 um  
  55.00 keV   3.284E-02  1.469E-04    2.45 mm   287.08 um   357.67 um  
  60.00 keV   3.378E-02  1.371E-04    2.59 mm   291.18 um   365.66 um  
  65.00 keV   3.463E-02  1.286E-04    2.74 mm   294.91 um   373.03 um  
  70.00 keV   3.539E-02  1.212E-04    2.88 mm   298.34 um   379.90 um  
  80.00 keV   3.669E-02  1.088E-04    3.15 mm   305.69 um   392.39 um  
  90.00 keV   3.770E-02  9.894E-05    3.41 mm   312.20 um   403.60 um  
 100.00 keV   3.848E-02  9.082E-05    3.67 mm   318.10 um   413.82 um  
 110.00 keV   3.904E-02  8.402E-05    3.93 mm   323.54 um   423.28 um  
 120.00 keV   3.941E-02  7.824E-05    4.18 mm   328.64 um   432.14 um  
 130.00 keV   3.963E-02  7.326E-05    4.43 mm   333.46 um   440.52 um  
 140.00 keV   3.973E-02  6.891E-05    4.68 mm   338.07 um   448.53 um  
 150.00 keV   3.971E-02  6.509E-05    4.93 mm   342.52 um   456.22 um  
 160.00 keV   3.960E-02  6.170E-05    5.18 mm   346.84 um   463.66 um  
 170.00 keV   3.941E-02  5.867E-05    5.43 mm   351.07 um   470.90 um  
 180.00 keV   3.916E-02  5.595E-05    5.69 mm   355.22 um   477.98 um  
 200.00 keV   3.853E-02  5.124E-05    6.20 mm   366.94 um   491.77 um  
 225.00 keV   3.755E-02  4.642E-05    6.85 mm   383.61 um   508.57 um  
 250.00 keV   3.648E-02  4.249E-05    7.52 mm   400.22 um   525.14 um  
 275.00 keV   3.536E-02  3.921E-05    8.22 mm   416.93 um   541.67 um  
 300.00 keV   3.424E-02  3.643E-05    8.93 mm   433.86 um   558.29 um  
 325.00 keV   3.315E-02  3.404E-05    9.67 mm   451.08 um   575.13 um  
 350.00 keV   3.209E-02  3.196E-05   10.43 mm   468.65 um   592.25 um  
 375.00 keV   3.109E-02  3.014E-05   11.22 mm   486.59 um   609.71 um  
 400.00 keV   3.013E-02  2.853E-05   12.04 mm   504.93 um   627.58 um  
 450.00 keV   2.836E-02  2.580E-05   13.74 mm   568.87 um   664.67 um  
 500.00 keV   2.678E-02  2.357E-05   15.55 mm   633.02 um   703.73 um  
 550.00 keV   2.538E-02  2.172E-05   17.46 mm   697.72 um   744.91 um  
 600.00 keV   2.412E-02  2.015E-05   19.48 mm   763.19 um   788.29 um  
 650.00 keV   2.299E-02  1.881E-05   21.60 mm   829.54 um   833.92 um  
 700.00 keV   2.197E-02  1.764E-05   23.82 mm   896.84 um   881.83 um  
 800.00 keV   2.021E-02  1.571E-05   28.56 mm     1.14 mm   984.49 um  
 900.00 keV   1.873E-02  1.419E-05   33.69 mm     1.37 mm     1.10 mm  
   1.00 MeV   1.749E-02  1.295E-05   39.20 mm     1.59 mm     1.22 mm  
   1.10 MeV   1.641E-02  1.191E-05   45.09 mm     1.82 mm     1.35 mm  
   1.20 MeV   1.548E-02  1.104E-05   51.36 mm     2.04 mm     1.48 mm  
   1.30 MeV   1.465E-02  1.029E-05   57.99 mm     2.27 mm     1.63 mm  
   1.40 MeV   1.392E-02  9.648E-06   64.98 mm     2.49 mm     1.78 mm  
   1.50 MeV   1.327E-02  9.082E-06   72.32 mm     2.72 mm     1.94 mm  
   1.60 MeV   1.268E-02  8.581E-06   80.02 mm     2.96 mm     2.11 mm  
   1.70 MeV   1.215E-02  8.136E-06   88.06 mm     3.19 mm     2.29 mm  
   1.80 MeV   1.166E-02  7.737E-06   96.44 mm     3.43 mm     2.47 mm  
   2.00 MeV   1.081E-02  7.051E-06  114.23 mm     4.30 mm     2.86 mm  
   2.25 MeV   9.973E-03  6.355E-06  138.27 mm     5.54 mm     3.38 mm  
   2.50 MeV   9.190E-03  5.790E-06  164.35 mm     6.71 mm     3.94 mm  
   2.75 MeV   8.570E-03  5.321E-06  192.49 mm     7.87 mm     4.54 mm  
   3.00 MeV   8.037E-03  4.926E-06  222.57 mm     9.01 mm     5.19 mm  
   3.25 MeV   7.573E-03  4.588E-06  254.58 mm    10.15 mm     5.87 mm  
   3.50 MeV   7.166E-03  4.296E-06  288.47 mm    11.30 mm     6.59 mm  
   3.75 MeV   6.805E-03  4.040E-06  324.22 mm    12.46 mm     7.34 mm  
   4.00 MeV   6.483E-03  3.814E-06  361.81 mm    13.63 mm     8.13 mm  
   4.50 MeV   5.931E-03  3.434E-06  442.36 mm    17.91 mm     9.81 mm  
   5.00 MeV   5.475E-03  3.126E-06  530.00 mm    21.94 mm    11.63 mm  
   5.50 MeV   5.090E-03  2.870E-06  624.61 mm    25.87 mm    13.58 mm  
   6.00 MeV   4.761E-03  2.655E-06  726.06 mm    29.76 mm    15.67 mm  
   6.50 MeV   4.476E-03  2.472E-06  834.26 mm    33.66 mm    17.87 mm  
   7.00 MeV   4.226E-03  2.313E-06  949.11 mm    37.57 mm    20.21 mm  
   8.00 MeV   3.807E-03  2.051E-06    1.20 m     51.88 mm    25.25 mm  
   9.00 MeV   3.471E-03  1.845E-06    1.47 m     65.22 mm    30.77 mm  
  10.00 MeV   3.194E-03  1.678E-06    1.77 m     78.23 mm    36.75 mm  
  11.00 MeV   2.962E-03  1.540E-06    2.10 m     91.19 mm    43.20 mm  
  12.00 MeV   2.763E-03  1.424E-06    2.45 m    104.20 mm    50.09 mm  
  13.00 MeV   2.592E-03  1.324E-06    2.82 m    117.35 mm    57.43 mm  
  14.00 MeV   2.443E-03  1.239E-06    3.22 m    130.68 mm    65.21 mm  
  15.00 MeV   2.311E-03  1.164E-06    3.64 m    144.20 mm    73.41 mm  
  16.00 MeV   2.194E-03  1.098E-06    4.08 m    157.93 mm    82.03 mm  
  17.00 MeV   2.090E-03  1.039E-06    4.55 m    171.88 mm    91.08 mm  
  18.00 MeV   1.995E-03  9.865E-07    5.04 m    186.05 mm   100.54 mm  
  20.00 MeV   1.832E-03  8.966E-07    6.08 m    239.06 mm   120.68 mm  
  22.50 MeV   1.665E-03  8.056E-07    7.51 m    314.93 mm   148.11 mm  
  25.00 MeV   1.528E-03  7.321E-07    9.08 m    386.89 mm   177.99 mm  
  27.50 MeV   1.414E-03  6.713E-07   10.78 m    457.48 mm   210.26 mm  
  30.00 MeV   1.317E-03  6.201E-07   12.61 m    527.83 mm   244.87 mm  
  32.50 MeV   1.234E-03  5.765E-07   14.57 m    598.52 mm   281.78 mm  
  35.00 MeV   1.161E-03  5.388E-07   16.65 m    669.89 mm   320.95 mm  
  37.50 MeV   1.098E-03  5.060E-07   18.87 m    742.11 mm   362.35 mm  
  40.00 MeV   1.041E-03  4.770E-07   21.20 m    815.31 mm   405.93 mm  
  45.00 MeV   9.458E-04  4.284E-07   26.24 m      1.09 m    499.58 mm  
  50.00 MeV   8.679E-04  3.890E-07   31.75 m      1.34 m    601.65 mm  
  55.00 MeV   8.030E-04  3.565E-07   37.74 m      1.60 m    711.90 mm  
  60.00 MeV   7.480E-04  3.292E-07   44.18 m      1.84 m    830.16 mm  
  65.00 MeV   7.009E-04  3.059E-07   51.08 m      2.09 m    956.23 mm  
  70.00 MeV   6.600E-04  2.858E-07   58.43 m      2.35 m      1.09 m   
  80.00 MeV   5.925E-04  2.529E-07   74.41 m      3.27 m      1.38 m   
  90.00 MeV   5.390E-04  2.269E-07   92.09 m      4.13 m      1.70 m   
 100.00 MeV   4.954E-04  2.060E-07  111.43 m      4.97 m      2.04 m   
 110.00 MeV   4.593E-04  1.887E-07  132.39 m      5.81 m      2.42 m   
 120.00 MeV   4.288E-04  1.742E-07  154.91 m      6.64 m      2.82 m   
 130.00 MeV   4.026E-04  1.618E-07  178.96 m      7.49 m      3.24 m   
 140.00 MeV   3.800E-04  1.511E-07  204.51 m      8.34 m      3.69 m   
 150.00 MeV   3.602E-04  1.418E-07  231.51 m      9.20 m      4.16 m   
 160.00 MeV   3.428E-04  1.336E-07  259.95 m     10.06 m      4.66 m   
 170.00 MeV   3.272E-04  1.263E-07  289.79 m     10.94 m      5.18 m   
 180.00 MeV   3.133E-04  1.198E-07  320.99 m     11.83 m      5.71 m   
 200.00 MeV   2.895E-04  1.087E-07  387.36 m     15.16 m      6.86 m   
 225.00 MeV   2.653E-04  9.752E-08  477.52 m     19.88 m      8.39 m   
 250.00 MeV   2.458E-04  8.846E-08  575.37 m     24.30 m     10.05 m   
 275.00 MeV   2.296E-04  8.099E-08  680.55 m     28.57 m     11.81 m   
 300.00 MeV   2.160E-04  7.472E-08  792.74 m     32.76 m     13.67 m   
 325.00 MeV   2.045E-04  6.938E-08  911.62 m     36.91 m     15.63 m   
 350.00 MeV   1.945E-04  6.478E-08    1.04 km    41.04 m     17.68 m   
 375.00 MeV   1.858E-04  6.076E-08    1.17 km    45.16 m     19.82 m   
 400.00 MeV   1.781E-04  5.723E-08    1.31 km    49.26 m     22.03 m   
 450.00 MeV   1.653E-04  5.131E-08    1.60 km    64.41 m     26.68 m   
 500.00 MeV   1.550E-04  4.652E-08    1.91 km    78.29 m     31.59 m   
 550.00 MeV   1.465E-04  4.258E-08    2.24 km    91.47 m     36.74 m   
 600.00 MeV   1.395E-04  3.927E-08    2.59 km   104.19 m     42.09 m   
 650.00 MeV   1.335E-04  3.646E-08    2.96 km   116.57 m     47.63 m   
 700.00 MeV   1.284E-04  3.403E-08    3.34 km   128.70 m     53.33 m   
 800.00 MeV   1.201E-04  3.005E-08    4.14 km   172.25 m     65.14 m   
 900.00 MeV   1.137E-04  2.693E-08    5.00 km   210.91 m     77.40 m   
   1.00 GeV   1.086E-04  2.441E-08    5.90 km   246.74 m     90.00 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.2319E+01                keV / (ug/cm2) 
  2.2319E+01                MeV / (mg/cm2) 
  2.2319E+04                keV / (mg/cm2) 
  2.0022E+02                 eV / (1E15 atoms/cm2)
  5.6828E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
